iter	Logloss
762	0.3014236141
763	0.3013361592
764	0.3012881662
765	0.3011364645
766	0.3010136022
767	0.3008605586
768	0.3007488234
769	0.3006379341
770	0.3005144817
771	0.3003887188
772	0.3003235745
773	0.300175772
774	0.300129765
775	0.2999436612
776	0.2998263281
777	0.2997609098
778	0.2996105726
779	0.2995569055
780	0.2994855105
781	0.2994112539
782	0.2993253356
783	0.2991932723
784	0.2990921338
785	0.2990179689
786	0.2989067941
787	0.2987919341
788	0.298708532
789	0.2986326397
790	0.2985501229
791	0.2984503568
792	0.2983124855
793	0.2981907209
794	0.2981407955
795	0.2980555288
796	0.2979411217
797	0.2978138718
798	0.2977197731
799	0.2975981342
800	0.2975011431
801	0.2974335752
802	0.2973680703
803	0.2972443281
804	0.297195492
805	0.2970649748
806	0.296968657
807	0.2968817428
808	0.2968155725
809	0.2966667754
810	0.2965303669
811	0.2964150566
812	0.2963018329
813	0.2962265492
814	0.2961263747
815	0.2960301616
816	0.2959145889
817	0.2958176565
818	0.2957374793
819	0.2956454252
820	0.2955512061
821	0.2955066335
822	0.2953962106
823	0.2953523999
824	0.2952485415
825	0.2951567627
826	0.2950592577
827	0.2949697718
828	0.2948679116
829	0.2948057816
830	0.2946818869
831	0.294616352
832	0.2945298907
833	0.2944435888
834	0.294335939
835	0.2942500099
836	0.2941719104
837	0.2940359852
838	0.2938829427
839	0.2937832488
840	0.2936960355
841	0.293579326
842	0.2934684253
843	0.2934026809
844	0.2933031497
845	0.2931906646
846	0.2931132492
847	0.2930437847
848	0.2928989927
849	0.2927664214
850	0.2926950949
851	0.2926123617
852	0.29252317
853	0.2924182655
854	0.2922925539
855	0.2922420806
856	0.2921598473
857	0.2920961915
858	0.2919939023
859	0.2919643273
860	0.291883931
861	0.2917880868
862	0.291708689
863	0.2916316202
864	0.2915376405
865	0.2914371697
866	0.2913355901
867	0.2912442029
868	0.2911304708
869	0.2910562462
870	0.2909323201
871	0.2908653218
872	0.2907820068
873	0.2906848641
874	0.290577993
875	0.2905332181
876	0.2904304132
877	0.2903468594
878	0.2902240847
879	0.2901047646
880	0.2900049748
881	0.2898568438
882	0.289716814
883	0.2896672022
884	0.2895692449
885	0.2894769489
886	0.2893453149
887	0.2892807506
888	0.2891924915
889	0.2890940327
890	0.2890122594
891	0.2888874036
892	0.2887854052
893	0.2886761837
894	0.2886101936
895	0.2885138041
896	0.2883861876
897	0.2882664869
898	0.2882216407
899	0.2881406462
900	0.288057041
901	0.2879821626
902	0.2878895809
903	0.2878114338
904	0.2877254989
905	0.287593191
906	0.2875185795
907	0.2873676249
908	0.2872325887
909	0.2871602002
910	0.2870341566
911	0.2869017131
912	0.2868633728
913	0.2867270275
914	0.2866221557
915	0.2865447699
916	0.2864399501
917	0.286319906
918	0.2862267203
919	0.2861682889
920	0.2861002308
921	0.2860233035
922	0.2859637708
923	0.2858621194
924	0.2857887132
925	0.2856977828
926	0.2856176552
927	0.2855556254
928	0.2854401495
929	0.285357798
930	0.2852830185
931	0.285175218
932	0.2850384018
933	0.2849316775
934	0.2848117778
935	0.2847911804
936	0.2846662916
937	0.2845365442
938	0.2844692233
939	0.2844058126
940	0.2843594323
941	0.2843366167
942	0.2842578536
943	0.2842343884
944	0.2841290117
945	0.2840282695
946	0.283920196
947	0.2838440801
948	0.2837249375
949	0.2836921989
950	0.2835868791
951	0.2835265796
952	0.283418514
953	0.2833116075
954	0.2831926782
955	0.283090306
956	0.2829749157
957	0.2828842503
958	0.2828264144
959	0.2827230803
960	0.2826491802
961	0.2825795688
962	0.282528379
963	0.2823963433
964	0.2823263496
965	0.2822096791
966	0.2820847191
967	0.2819957232
968	0.2819251854
969	0.2817863836
970	0.281687888
971	0.2815817359
972	0.2814435977
973	0.2813782105
974	0.2812769207
975	0.2811630822
976	0.2810556551
977	0.2809207432
978	0.2808485548
979	0.2807370184
980	0.2806559587
981	0.2805570448
982	0.2804711022
983	0.2803811625
984	0.2802799731
985	0.2801695721
986	0.2800828146
987	0.2800169632
988	0.279912998
989	0.2798222484
990	0.2797512623
991	0.2796549741
992	0.2795694872
993	0.2794970844
994	0.2794306965
995	0.2793666829
996	0.2792614873
997	0.2791775393
998	0.2790871009
999	0.2790222322
